editid,editor,oldrevisionid,newrevisionid,diffurl,edittime,editcomment,articleid,articletitle,editid_1,class
30456,86.147.183.105,254426822,327541408,http://en.wikipedia.org/w/index.php?diff=327541408&oldid=254426822,2009-11-23T21:25:17Z,null,12358188,Atelopus balios,30456,vandalism
30475,169.234.80.158,327597468,327807074,http://en.wikipedia.org/w/index.php?diff=327807074&oldid=327597468,2009-11-25T04:50:33Z,/* Biography */,6154113,Uffie,30475,vandalism
30512,66.146.227.253,327204560,327513316,http://en.wikipedia.org/w/index.php?diff=327513316&oldid=327204560,2009-11-23T18:38:04Z,null,142867,Ferret,30512,vandalism
30542,212.219.66.215,317218073,327862479,http://en.wikipedia.org/w/index.php?diff=327862479&oldid=317218073,2009-11-25T14:03:10Z,null,9591446,Ralph,30542,vandalism
30545,199.120.31.20,315539122,329292214,http://en.wikipedia.org/w/index.php?diff=329292214&oldid=315539122,2009-12-02T19:13:21Z,/* Overview */,1893124,To a Waterfowl,30545,vandalism
30547,86.41.168.132,328022605,328632019,http://en.wikipedia.org/w/index.php?diff=328632019&oldid=328022605,2009-11-29T18:56:03Z,/* Debating */,2977736,"Presentation Brothers College, Cork",30547,vandalism
30552,Riaselva,279038889,327484136,http://en.wikipedia.org/w/index.php?diff=327484136&oldid=279038889,2009-11-23T15:21:14Z,/* Cast */ another name for blue steel,3606943,Blue Steel (1934 film),30552,vandalism
30573,163.41.56.85,329065044,329070409,http://en.wikipedia.org/w/index.php?diff=329070409&oldid=329065044,2009-12-01T17:42:43Z,/* Applications */,13690575,Solar power,30573,vandalism
30602,193.179.63.60,328873017,329222755,http://en.wikipedia.org/w/index.php?diff=329222755&oldid=328873017,2009-12-02T10:43:10Z,null,2907412,Denis Salnikov,30602,vandalism
30610,74.92.207.153,326743540,326743696,http://en.wikipedia.org/w/index.php?diff=326743696&oldid=326743540,2009-11-19T15:29:44Z,/* Φφ (Phi) */,1943892,"Greek letters used in mathematics, science, and engineering",30610,vandalism
30614,65.93.43.42,327977261,328104474,http://en.wikipedia.org/w/index.php?diff=328104474&oldid=327977261,2009-11-26T21:56:16Z,/* Terminology */,18841893,Nudity,30614,vandalism
30633,68.114.226.167,324698889,328660058,http://en.wikipedia.org/w/index.php?diff=328660058&oldid=324698889,2009-11-29T21:17:10Z,/* Dams and canals */,92945,Don River (Russia),30633,vandalism
30634,71.168.255.222,325686080,328086910,http://en.wikipedia.org/w/index.php?diff=328086910&oldid=325686080,2009-11-26T19:38:03Z,/* List of winners and nominees */,61830,Academy Award for Best Animated Feature,30634,vandalism
30637,69.147.17.178,326134276,329094044,http://en.wikipedia.org/w/index.php?diff=329094044&oldid=326134276,2009-12-01T19:43:03Z,/* Grasshopper culture */,23375416,The Grasshopper Company,30637,vandalism
30734,96.48.226.38,326962258,327024216,http://en.wikipedia.org/w/index.php?diff=327024216&oldid=326962258,2009-11-21T00:17:19Z,[[WP:UNDO|Undid]] revision 326962258 by [[Special:Contributions/Trubble2000|Trubble2000]] ([[User talk:Trubble2000|talk]]),4804365,Insurance Corporation of British Columbia,30734,vandalism
30758,63.88.92.153,326250692,326923806,http://en.wikipedia.org/w/index.php?diff=326923806&oldid=326250692,2009-11-20T13:29:13Z,null,64689,Henri de Toulouse-Lautrec,30758,vandalism
30773,202.131.126.194,326871369,328328585,http://en.wikipedia.org/w/index.php?diff=328328585&oldid=326871369,2009-11-28T05:31:04Z,/* Local highlights */,2160510,Palanpur,30773,vandalism
30831,66.204.51.253,321363083,329274695,http://en.wikipedia.org/w/index.php?diff=329274695&oldid=321363083,2009-12-02T17:34:35Z,/* Synopsis */,1238065,BAADASSSSS!,30831,vandalism
30854,Mjgay,327416989,327417197,http://en.wikipedia.org/w/index.php?diff=327417197&oldid=327416989,2009-11-23T04:52:51Z,null,41410,Network management,30854,vandalism
30857,68.41.129.200,328474084,328474345,http://en.wikipedia.org/w/index.php?diff=328474345&oldid=328474084,2009-11-28T23:39:09Z,null,467739,Saudi riyal,30857,vandalism
30859,165.29.9.52,326925409,329721340,http://en.wikipedia.org/w/index.php?diff=329721340&oldid=326925409,2009-12-04T19:40:34Z,null,377559,Schistosoma,30859,vandalism
30874,24.235.204.250,325265666,326555441,http://en.wikipedia.org/w/index.php?diff=326555441&oldid=325265666,2009-11-18T16:15:41Z,null,591767,Nicomachean Ethics,30874,vandalism
30877,173.68.87.244,326802927,327040182,http://en.wikipedia.org/w/index.php?diff=327040182&oldid=326802927,2009-11-21T02:12:51Z,null,51916,Transcontinental railroad,30877,vandalism
30885,69.112.118.111,327910091,328072088,http://en.wikipedia.org/w/index.php?diff=328072088&oldid=327910091,2009-11-26T17:50:12Z,null,1006,Aaron,30885,vandalism
30899,169.237.44.65,324380033,329545223,http://en.wikipedia.org/w/index.php?diff=329545223&oldid=324380033,2009-12-03T22:09:51Z,/* Background */,8599287,Lupe Fiascos The Cool,30899,vandalism
30921,109.78.146.55,321397488,328062056,http://en.wikipedia.org/w/index.php?diff=328062056&oldid=321397488,2009-11-26T16:40:26Z,/* Modelling career */,20369784,Esther Anderson,30921,vandalism
30935,Tom the rockin chicken,314931130,327491327,http://en.wikipedia.org/w/index.php?diff=327491327&oldid=314931130,2009-11-23T16:11:43Z,null,1115808,2004 Osama bin Laden video,30935,vandalism
30936,69.216.175.122,325579983,329242551,http://en.wikipedia.org/w/index.php?diff=329242551&oldid=325579983,2009-12-02T13:40:01Z,null,983085,Randi Rhodes,30936,vandalism
30950,72.221.106.120,327788884,327788982,http://en.wikipedia.org/w/index.php?diff=327788982&oldid=327788884,2009-11-25T02:33:53Z,null,157646,Peter the Hermit,30950,vandalism
30956,98.88.85.7,329805326,329805382,http://en.wikipedia.org/w/index.php?diff=329805382&oldid=329805326,2009-12-05T03:51:45Z,/* Florida */,15687181,2005 Alabama Crimson Tide football team,30956,vandalism
30973,71.187.150.6,327463427,327591985,http://en.wikipedia.org/w/index.php?diff=327591985&oldid=327463427,2009-11-24T02:42:11Z,null,6704421,All Time Low,30973,vandalism
30975,86.10.122.239,327080378,327080458,http://en.wikipedia.org/w/index.php?diff=327080458&oldid=327080378,2009-11-21T08:47:13Z,null,2934,Anabaptist,30975,vandalism
30977,190.92.6.152,326874344,326906845,http://en.wikipedia.org/w/index.php?diff=326906845&oldid=326874344,2009-11-20T10:41:53Z,/* Notable people and natives of Puerto Cortes */,339892,Puerto Cortés,30977,vandalism
30987,147.89.224.69,328922176,329051616,http://en.wikipedia.org/w/index.php?diff=329051616&oldid=328922176,2009-12-01T16:03:02Z,/* Nature of laughter */,234801,Laughter,30987,vandalism
31021,204.102.106.82,327708950,327709076,http://en.wikipedia.org/w/index.php?diff=327709076&oldid=327708950,2009-11-24T18:47:27Z,null,14436597,Piedad Córdoba,31021,vandalism
31058,82.16.27.50,327871568,327871845,http://en.wikipedia.org/w/index.php?diff=327871845&oldid=327871568,2009-11-25T15:13:42Z,null,604238,Data Protection Act 1998,31058,vandalism
31064,122.174.132.137,328784342,328784445,http://en.wikipedia.org/w/index.php?diff=328784445&oldid=328784342,2009-11-30T11:54:52Z,zdydsqhdsasjhdj,173276,Bonsai,31064,vandalism
31069,174.27.138.3,329275917,329607164,http://en.wikipedia.org/w/index.php?diff=329607164&oldid=329275917,2009-12-04T04:22:09Z,/* AI and the Director */,8036013,Left 4 Dead,31069,vandalism
31070,75.76.243.131,327435262,327493523,http://en.wikipedia.org/w/index.php?diff=327493523&oldid=327435262,2009-11-23T16:27:07Z,null,887950,Clint Mathis,31070,vandalism
31079,216.79.193.52,326523179,326787545,http://en.wikipedia.org/w/index.php?diff=326787545&oldid=326523179,2009-11-19T19:56:10Z,null,23237,Geography of China,31079,vandalism
31088,Alfenheim,329793157,329800040,http://en.wikipedia.org/w/index.php?diff=329800040&oldid=329793157,2009-12-05T03:11:21Z,/* Jeet Kune Do */,37313,Bruce Lee,31088,vandalism
31106,120.28.85.219,326414021,327820661,http://en.wikipedia.org/w/index.php?diff=327820661&oldid=326414021,2009-11-25T06:52:45Z,/* Freezing */,10834,Food preservation,31106,vandalism
31123,24.116.222.130,326212486,327003623,http://en.wikipedia.org/w/index.php?diff=327003623&oldid=326212486,2009-11-20T22:06:19Z,null,49448,Horus,31123,vandalism
31137,Kisslimeblondie,327525565,327527306,http://en.wikipedia.org/w/index.php?diff=327527306&oldid=327525565,2009-11-23T20:02:06Z,/* Other */,11732032,Kristen (given name),31137,vandalism
31141,59.167.185.232,327767339,327767455,http://en.wikipedia.org/w/index.php?diff=327767455&oldid=327767339,2009-11-25T00:09:16Z,null,5326809,Jurassic Park,31141,vandalism
31160,Maylis,252129245,327328693,http://en.wikipedia.org/w/index.php?diff=327328693&oldid=252129245,2009-11-22T19:02:41Z,null,3548345,Snicket,31160,vandalism
31174,79.113.96.67,328689008,328689105,http://en.wikipedia.org/w/index.php?diff=328689105&oldid=328689008,2009-11-29T23:49:27Z,null,37622,Venus (mythology),31174,vandalism
31178,75.150.78.177,317986786,326562006,http://en.wikipedia.org/w/index.php?diff=326562006&oldid=317986786,2009-11-18T16:54:55Z,null,8298250,Atsuko Natsume,31178,vandalism
31208,209.129.64.1,325394261,329274240,http://en.wikipedia.org/w/index.php?diff=329274240&oldid=325394261,2009-12-02T17:31:54Z,null,12149866,Dipole moment,31208,vandalism
31220,Jon23812,328490759,328491411,http://en.wikipedia.org/w/index.php?diff=328491411&oldid=328490759,2009-11-29T01:22:27Z,/* Season 3: 2009-2010 */,13187026,List of iCarly episodes,31220,vandalism
31226,165.138.161.101,328350332,329300932,http://en.wikipedia.org/w/index.php?diff=329300932&oldid=328350332,2009-12-02T20:08:15Z,/* Aftermath */,21548395,Richard Chase,31226,vandalism
31278,64.8.171.188,277607950,329297837,http://en.wikipedia.org/w/index.php?diff=329297837&oldid=277607950,2009-12-02T19:48:55Z,null,2251791,Dąbrowa,31278,vandalism
31320,74.184.129.234,326852135,328393537,http://en.wikipedia.org/w/index.php?diff=328393537&oldid=326852135,2009-11-28T15:35:26Z,/* History */,215895,Christian hip hop,31320,vandalism
31323,72.159.146.80,329030474,329030810,http://en.wikipedia.org/w/index.php?diff=329030810&oldid=329030474,2009-12-01T13:52:34Z,/* World War I */,916249,Womens roles in the World Wars,31323,vandalism
31325,222.127.196.85,327867963,327868164,http://en.wikipedia.org/w/index.php?diff=327868164&oldid=327867963,2009-11-25T14:47:15Z,/* Part Three */,45232,Jonathan Livingston Seagull,31325,vandalism
31354,Jeds14,326040016,329580314,http://en.wikipedia.org/w/index.php?diff=329580314&oldid=326040016,2009-12-04T01:06:08Z,/* Places */,12217789,Gallant,31354,vandalism
31405,90.201.47.202,326907827,327454595,http://en.wikipedia.org/w/index.php?diff=327454595&oldid=326907827,2009-11-23T10:43:08Z,/* Series 4 */,13580922,Bolton Smilie,31405,vandalism
31416,71.233.62.241,329284931,329889062,http://en.wikipedia.org/w/index.php?diff=329889062&oldid=329284931,2009-12-05T16:26:19Z,null,173668,Franz Marc,31416,vandalism
31419,69.193.79.190,328731977,328732518,http://en.wikipedia.org/w/index.php?diff=328732518&oldid=328731977,2009-11-30T04:17:34Z,/* Game play */,1551923,Horseshoes,31419,vandalism
31459,71.138.240.18,329928265,329928552,http://en.wikipedia.org/w/index.php?diff=329928552&oldid=329928265,2009-12-05T20:37:03Z,null,473086,King Kong (2005 film),31459,vandalism
31465,69.72.71.124,327325182,327325792,http://en.wikipedia.org/w/index.php?diff=327325792&oldid=327325182,2009-11-22T18:44:12Z,/* Naval career and design work */,12061080,Harold E. Saunders,31465,vandalism
31487,218.186.13.233,328215366,328215667,http://en.wikipedia.org/w/index.php?diff=328215667&oldid=328215366,2009-11-27T14:53:57Z,/* Acting career */,3634471,Jon Hamm,31487,vandalism
31514,222.152.240.84,326232093,329631239,http://en.wikipedia.org/w/index.php?diff=329631239&oldid=326232093,2009-12-04T08:20:16Z,/* NOM */,39357,Tequila,31514,vandalism
31547,74.73.4.230,326821264,326912140,http://en.wikipedia.org/w/index.php?diff=326912140&oldid=326821264,2009-11-20T11:31:32Z,/* Personal life */,88604,David Cassidy,31547,vandalism
31557,Minyanalex,327902755,327903212,http://en.wikipedia.org/w/index.php?diff=327903212&oldid=327902755,2009-11-25T18:47:26Z,null,20669445,Todd Harrison,31557,vandalism
31575,Magnamite9,325469061,326991784,http://en.wikipedia.org/w/index.php?diff=326991784&oldid=325469061,2009-11-20T20:50:07Z,/* Biography */,151488,Michael Dell,31575,vandalism
31579,Nerd717,329002650,329090657,http://en.wikipedia.org/w/index.php?diff=329090657&oldid=329002650,2009-12-01T19:25:03Z,/* Statistics */,381864,Robert Gordon University,31579,vandalism
31592,82.23.15.218,326639147,327326435,http://en.wikipedia.org/w/index.php?diff=327326435&oldid=326639147,2009-11-22T18:48:05Z,null,4265347,Hairspray (2007 film),31592,vandalism
31599,66.141.22.16,328418391,328418519,http://en.wikipedia.org/w/index.php?diff=328418519&oldid=328418391,2009-11-28T18:10:12Z,null,12164052,El Cóndor Pasa (song),31599,vandalism
31631,75.0.193.47,329280366,329571737,http://en.wikipedia.org/w/index.php?diff=329571737&oldid=329280366,2009-12-04T00:15:46Z,/* See also */,2437139,Russian architecture,31631,vandalism
31639,Sandmanisgod123,329070218,329534259,http://en.wikipedia.org/w/index.php?diff=329534259&oldid=329070218,2009-12-03T21:18:18Z,/* History */,945774,Counter-Strike: Source,31639,vandalism
31643,170.140.59.68,328268246,328327295,http://en.wikipedia.org/w/index.php?diff=328327295&oldid=328268246,2009-11-28T05:19:09Z,/* Etymology */,54929,Ginger,31643,vandalism
31703,90.193.99.246,327248308,328255417,http://en.wikipedia.org/w/index.php?diff=328255417&oldid=327248308,2009-11-27T19:54:51Z,null,1225918,Humid continental climate,31703,vandalism
31713,Harleydavidsons,327390785,327867706,http://en.wikipedia.org/w/index.php?diff=327867706&oldid=327390785,2009-11-25T14:43:54Z,/* External links */,1555671,Online advertising,31713,vandalism
31813,209.7.226.2,328990525,329046669,http://en.wikipedia.org/w/index.php?diff=329046669&oldid=328990525,2009-12-01T15:35:15Z,/* Early years */,33422,Wayne Gretzky,31813,vandalism
31822,205.211.198.25,327831480,328258596,http://en.wikipedia.org/w/index.php?diff=328258596&oldid=327831480,2009-11-27T20:18:09Z,null,144231,EarthBound,31822,vandalism
31839,69.171.173.176,327392592,327396911,http://en.wikipedia.org/w/index.php?diff=327396911&oldid=327392592,2009-11-23T02:21:06Z,/* References */,8355369,List of To Kill a Mockingbird characters,31839,vandalism
31857,95.144.32.140,329789595,329789758,http://en.wikipedia.org/w/index.php?diff=329789758&oldid=329789595,2009-12-05T01:59:36Z,/* Production */,16718585,Armored (film),31857,vandalism
31862,71.87.188.197,327997024,329286857,http://en.wikipedia.org/w/index.php?diff=329286857&oldid=327997024,2009-12-02T18:41:01Z,null,70741,Charisma,31862,vandalism
31905,220.227.57.157,327593090,327602408,http://en.wikipedia.org/w/index.php?diff=327602408&oldid=327593090,2009-11-24T03:58:57Z,null,22870525,Kurbaan (2009 film),31905,vandalism
31952,173.63.232.48,329531167,329531395,http://en.wikipedia.org/w/index.php?diff=329531395&oldid=329531167,2009-12-03T21:03:18Z,null,170459,LL Cool J,31952,vandalism
32002,Mjbillings,328478959,329532431,http://en.wikipedia.org/w/index.php?diff=329532431&oldid=328478959,2009-12-03T21:08:46Z,null,1566914,Casey Blake,32002,vandalism
32003,71.126.184.4,327186874,327239039,http://en.wikipedia.org/w/index.php?diff=327239039&oldid=327186874,2009-11-22T05:15:46Z,/* Shinobu Sensui */,3589044,List of YuYu Hakusho characters,32003,vandalism
32005,90.193.210.83,320963247,329760830,http://en.wikipedia.org/w/index.php?diff=329760830&oldid=320963247,2009-12-04T23:12:23Z,/* P */,17458327,"List of people from Lewes, East Sussex",32005,vandalism
32017,Rawr3,298587563,328325125,http://en.wikipedia.org/w/index.php?diff=328325125&oldid=298587563,2009-11-28T04:57:27Z,null,23268232,Maboga,32017,vandalism
32024,Incatrail310,326349208,327524599,http://en.wikipedia.org/w/index.php?diff=327524599&oldid=326349208,2009-11-23T19:46:10Z,inca trail,19271757,List of blogs,32024,vandalism
32039,122.55.20.83,326841333,326888809,http://en.wikipedia.org/w/index.php?diff=326888809&oldid=326841333,2009-11-20T07:18:14Z,/* The rise of Enron */,11954274,Enron scandal,32039,vandalism
32041,38.104.58.246,316460617,326792684,http://en.wikipedia.org/w/index.php?diff=326792684&oldid=316460617,2009-11-19T20:24:10Z,/* Notable alumni */,4211608,Flint Hill School,32041,vandalism
32062,70.145.240.111,326357050,326834404,http://en.wikipedia.org/w/index.php?diff=326834404&oldid=326357050,2009-11-20T00:17:53Z,null,125280,Matrix multiplication,32062,vandalism
32086,60.49.90.168,329232130,329448268,http://en.wikipedia.org/w/index.php?diff=329448268&oldid=329232130,2009-12-03T13:08:57Z,/* Cuisine */,27019,South Korea,32086,vandalism
32096,Contaldo80,327690722,327690756,http://en.wikipedia.org/w/index.php?diff=327690756&oldid=327690722,2009-11-24T16:52:50Z,[[WP:UNDO|Undid]] revision 327680599 by [[Special:Contributions/71.214.184.218|71.214.184.218]] ([[User talk:71.214.184.218|talk]]),24755,Pope Julius II,32096,vandalism
32097,78.145.94.213,326843395,327149356,http://en.wikipedia.org/w/index.php?diff=327149356&oldid=326843395,2009-11-21T18:47:44Z,/* Charmmy Kitty */,16647176,List of Sanrio characters,32097,vandalism
32107,99.155.223.135,327773643,327927654,http://en.wikipedia.org/w/index.php?diff=327927654&oldid=327773643,2009-11-25T21:12:48Z,/* Introduction */,155202,Female ejaculation,32107,vandalism
32110,220.166.97.203,329065199,329068671,http://en.wikipedia.org/w/index.php?diff=329068671&oldid=329065199,2009-12-01T17:33:33Z,/* Bigg Boss 3 entree */,24991144,Pravesh Rana,32110,vandalism
32122,206.116.14.180,327772435,328509481,http://en.wikipedia.org/w/index.php?diff=328509481&oldid=327772435,2009-11-29T03:19:20Z,/* Geography */,85023,Appalachian Mountains,32122,vandalism
