editid,editor,oldrevisionid,newrevisionid,diffurl,edittime,editcomment,articleid,articletitle,editid_1,class,sort
31562,EoGuy,328201177,329197152,http://en.wikipedia.org/w/index.php?diff=329197152&oldid=328201177,2009-12-02T06:29:02Z,Spelling corrections.,25220657,Kevin Hermansson,31562,regular,0.898820607
15432,RonaldDuncan,329037907,329038005,http://en.wikipedia.org/w/index.php?diff=329038005&oldid=329037907,2009-12-01T14:42:15Z,/* The concept */,16986024,Platform as a service,15432,regular,0.623260157
38462,TPIRFanSteve,326615894,328342595,http://en.wikipedia.org/w/index.php?diff=328342595&oldid=326615894,2009-11-28T08:01:27Z,/* History */,132464,"Ridgway, Pennsylvania",38462,regular,0.908048793
24297,69.114.216.243,327776737,327776800,http://en.wikipedia.org/w/index.php?diff=327776800&oldid=327776737,2009-11-25T01:10:32Z,/* Total Drama Action */,21372825,List of Total Drama series characters,24297,regular,0.720364696
41013,80.203.133.241,327206123,327267142,http://en.wikipedia.org/w/index.php?diff=327267142&oldid=327206123,2009-11-22T10:29:00Z,/* Total titles won */,303503,Norwegian football league champions,41013,regular,0.541033803
43283,TMC1982,327072861,327072964,http://en.wikipedia.org/w/index.php?diff=327072964&oldid=327072861,2009-11-21T07:20:01Z,/* 2000s */,25153012,List of Thanksgiving Classic broadcasters,43283,regular,0.094372351
21711,78.128.29.13,326381872,327151113,http://en.wikipedia.org/w/index.php?diff=327151113&oldid=326381872,2009-11-21T18:59:25Z,/* Levski Sofia */,23245676,List of Bulgarian football transfers summer 2009,21711,regular,0.816320832
44059,Walkinxyz,327252171,327252272,http://en.wikipedia.org/w/index.php?diff=327252272&oldid=327252171,2009-11-22T07:35:28Z,null,25163261,Reflective disclosure,44059,regular,0.315673916
33981,Marokwitz,326380168,327483246,http://en.wikipedia.org/w/index.php?diff=327483246&oldid=326380168,2009-11-23T15:15:06Z,WP:PEA,1826464,Mausoleum of Galla Placidia,33981,regular,0.007630594
42120,Gilabrand,328997070,329028934,http://en.wikipedia.org/w/index.php?diff=329028934&oldid=328997070,2009-12-01T13:40:59Z,clean up & fixes,4040773,Roger Cohen,42120,regular,0.768971215
17183,189.102.47.242,327883346,327892161,http://en.wikipedia.org/w/index.php?diff=327892161&oldid=327883346,2009-11-25T17:32:14Z,/* External links */,2227750,Ford Escort (Europe),17183,regular,0.437536028
575,Ssolbergj,324249672,328486682,http://en.wikipedia.org/w/index.php?diff=328486682&oldid=324249672,2009-11-29T00:52:19Z,null,6772438,European Union Military Committee,575,regular,0.354778423
1983,192.249.47.163,326874039,326951407,http://en.wikipedia.org/w/index.php?diff=326951407&oldid=326874039,2009-11-20T16:42:16Z,null,7164,Color temperature,1983,regular,0.851545205
7538,72.241.21.151,327950348,328525515,http://en.wikipedia.org/w/index.php?diff=328525515&oldid=327950348,2009-11-29T05:04:18Z,null,6903915,Sylvania Southview High School,7538,regular,0.66913527
41133,12.198.144.83,327562272,327562591,http://en.wikipedia.org/w/index.php?diff=327562591&oldid=327562272,2009-11-23T23:28:38Z,/* CCHA */,551728,NCAA Mens Ice Hockey Championship,41133,regular,0.542465163
22071,Martha Lois,322944391,328502069,http://en.wikipedia.org/w/index.php?diff=328502069&oldid=322944391,2009-11-29T02:29:04Z,"Added some information, will be adding more.",1633123,Henderson State University,22071,regular,0.116297774
11340,350z33,328652381,328652936,http://en.wikipedia.org/w/index.php?diff=328652936&oldid=328652381,2009-11-29T20:42:27Z,null,25244849,2010 Florida Gators football team,11340,regular,0.994347572
45489,Hollac16,326926534,326942464,http://en.wikipedia.org/w/index.php?diff=326942464&oldid=326926534,2009-11-20T15:48:10Z,/* Participants */ some national dates are decided + I take away debuting countries beacuse Liechenstein will not enter ESC in 2010.,23626974,Eurovision Song Contest 2010,45489,regular,0.664392249
34341,MatthewStevens,327614604,327614712,http://en.wikipedia.org/w/index.php?diff=327614712&oldid=327614604,2009-11-24T05:45:47Z,"/* Battlestar Galactica (1978, 1980) */ Citation needed tags.",1331022,Cylon Basestar,34341,regular,0.014561233
27249,Siar3,327962417,328102220,http://en.wikipedia.org/w/index.php?diff=328102220&oldid=327962417,2009-11-26T21:38:11Z,null,5069114,Cinema of Ireland,27249,regular,0.430454615
37507,Belgian man,329959118,329959888,http://en.wikipedia.org/w/index.php?diff=329959888&oldid=329959118,2009-12-05T23:45:56Z,/* Tourism */ sp,25391,Russia,37507,regular,0.706168874
39211,Welshleprechaun,324322624,327902622,http://en.wikipedia.org/w/index.php?diff=327902622&oldid=324322624,2009-11-25T18:43:38Z,/* Series 3 */,9463545,List of Peep Show episodes,39211,regular,0.55868622
632,Eugene-elgato,329122166,329122516,http://en.wikipedia.org/w/index.php?diff=329122516&oldid=329122166,2009-12-01T22:10:05Z,/* Old Testament interpretation */,11408744,Tabor Light,632,regular,0.614577867
8538,93.138.105.166,328203738,328599978,http://en.wikipedia.org/w/index.php?diff=328599978&oldid=328203738,2009-11-29T15:57:02Z,null,4585619,Dom Sportova,8538,regular,0.337659469
10166,68.196.176.189,327300045,327300246,http://en.wikipedia.org/w/index.php?diff=327300246&oldid=327300045,2009-11-22T15:45:06Z,/* Main */,189255,Captain Underpants,10166,regular,0.197194939
20189,Albrecht,326457974,326849411,http://en.wikipedia.org/w/index.php?diff=326849411&oldid=326457974,2009-11-20T01:53:58Z,raw numbers,18953151,Siege of Lille (1940),20189,regular,0.003130712
30716,86.148.93.71,328548694,328569647,http://en.wikipedia.org/w/index.php?diff=328569647&oldid=328548694,2009-11-29T11:51:34Z,/* Guide to dances */,21194034,Strictly Come Dancing (series 7),30716,regular,0.229062872
2837,Msalmon,329714037,329714248,http://en.wikipedia.org/w/index.php?diff=329714248&oldid=329714037,2009-12-04T19:00:33Z,/* Celebrities Status */ fixed,20586380,Im a Celebrity…Get Me out of Here! (UK series 9),2837,regular,0.991500424
20207,138.37.248.134,329468791,329871116,http://en.wikipedia.org/w/index.php?diff=329871116&oldid=329468791,2009-12-05T13:59:57Z,null,12444037,Luke OBrien,20207,regular,0.609243156
15741,Rlendog,326875345,326875523,http://en.wikipedia.org/w/index.php?diff=326875523&oldid=326875345,2009-11-20T05:01:49Z,image,19353562,List of Oakland Athletics managers,15741,regular,0.885640403
39914,Dangerouslydead,322148050,328136714,http://en.wikipedia.org/w/index.php?diff=328136714&oldid=322148050,2009-11-27T02:06:49Z,/* Legacy */  Added another reference to Galadriel in contemporary art,23140073,Galadriel,39914,regular,0.222213141
17518,76.227.8.159,326911124,326911155,http://en.wikipedia.org/w/index.php?diff=326911155&oldid=326911124,2009-11-20T11:22:03Z,/* King George */,7682992,Fever 1793,17518,regular,0.202001562
3260,Rich Farmbrough,321743544,326938946,http://en.wikipedia.org/w/index.php?diff=326938946&oldid=321743544,2009-11-20T15:26:10Z,Remove Erik9Bot unref cat from years using [[Project:AutoWikiBrowser|AWB]],35367,115,3260,regular,0.723769454
13694,Shubinator,327426270,328069868,http://en.wikipedia.org/w/index.php?diff=328069868&oldid=327426270,2009-11-26T17:34:45Z,not a stub (dyk),25163255,"St. Patricks Catholic Church (Glynwood, Ohio)",13694,regular,0.607842229
36792,MelicansMatkin,321555965,327048447,http://en.wikipedia.org/w/index.php?diff=327048447&oldid=321555965,2009-11-21T03:18:35Z,general edits,3288291,Numb (U2 song),36792,regular,0.734828748
27472,WhisperToMe,328997214,329642236,http://en.wikipedia.org/w/index.php?diff=329642236&oldid=328997214,2009-12-04T10:23:03Z,/* External links */,310490,De Anza College,27472,regular,0.447376132
28784,Chelo61,325335970,328010480,http://en.wikipedia.org/w/index.php?diff=328010480&oldid=325335970,2009-11-26T08:25:08Z,null,25041076,AOL Dejando Huellas (Flex EP),28784,regular,0.206777184
32292,83.94.199.190,326749418,327461821,http://en.wikipedia.org/w/index.php?diff=327461821&oldid=326749418,2009-11-23T12:07:59Z,/* Introduction */,685190,Comparison of Java and C Sharp,32292,regular,0.588342293
24885,Twingoman,325242498,327684787,http://en.wikipedia.org/w/index.php?diff=327684787&oldid=325242498,2009-11-24T16:16:17Z,null,4747842,MV Pont LAbbé,24885,regular,0.462849156
33048,115.186.26.81,271372771,329101382,http://en.wikipedia.org/w/index.php?diff=329101382&oldid=271372771,2009-12-01T20:21:30Z,null,5825145,Novotext,33048,regular,0.765408482
44264,Per Honor et Gloria,326793400,326793618,http://en.wikipedia.org/w/index.php?diff=326793618&oldid=326793400,2009-11-19T20:28:39Z,/* Structure */ precision,25125403,Gnomon of Saint-Sulpice,44264,regular,0.013875029
11637,71.138.118.243,327328188,327328241,http://en.wikipedia.org/w/index.php?diff=327328241&oldid=327328188,2009-11-22T18:59:46Z,null,25168037,Love to Love You Bradys,11637,regular,0.601294848
16915,Cnoguera,323410059,329508412,http://en.wikipedia.org/w/index.php?diff=329508412&oldid=323410059,2009-12-03T19:06:54Z,Community flag,6412653,Viladrau,16915,regular,0.915996154
11279,Fxhomie,328104498,328172512,http://en.wikipedia.org/w/index.php?diff=328172512&oldid=328104498,2009-11-27T07:36:52Z,null,995420,Bass Brewery,11279,regular,0.294019316
16717,Finetooth,329608729,329608802,http://en.wikipedia.org/w/index.php?diff=329608802&oldid=329608729,2009-12-04T04:36:37Z,/* Geography */ comma,708351,Coquille River,16717,regular,0.834054767
15755,81.155.180.11,326271286,326799209,http://en.wikipedia.org/w/index.php?diff=326799209&oldid=326271286,2009-11-19T20:59:34Z,/* Boundaries and History */,1798155,Airdrie and Shotts (UK Parliament constituency),15755,regular,0.864656363
14912,SMcCandlish,295381240,327612179,http://en.wikipedia.org/w/index.php?diff=327612179&oldid=295381240,2009-11-24T05:21:44Z,Merging DAB page content (cleaned up) to more general page; most The [X] DAB pages redir to [X] DABs.,23155906,The Pool,14912,regular,0.134441657
38270,Coercorash,329205729,329207096,http://en.wikipedia.org/w/index.php?diff=329207096&oldid=329205729,2009-12-02T08:03:19Z,Added image.,6293905,Nokia N72,38270,regular,0.886889513
40375,The Sage of Stamford,312569857,328111695,http://en.wikipedia.org/w/index.php?diff=328111695&oldid=312569857,2009-11-26T22:53:01Z,Removed category [[:Category:Classical studies|Classical studies]]; Quick-adding category [[:Category:Classical philology|Classical philology]] (using [[WP:HOTCAT|HotCat]]),1269346,Scholia,40375,regular,0.117152515
31245,Ckatz,326932669,328012896,http://en.wikipedia.org/w/index.php?diff=328012896&oldid=326932669,2009-11-26T08:53:02Z,spammed blog site,370528,Athabasca Oil Sands,31245,regular,0.050560507
9305,Geo Swan,328047611,328053681,http://en.wikipedia.org/w/index.php?diff=328053681&oldid=328047611,2009-11-26T15:36:46Z,reformat,14063561,Furkat Kasimovich Yusupov,9305,regular,0.061128379
1917,Airpollutioncontrol,327690053,327869699,http://en.wikipedia.org/w/index.php?diff=327869699&oldid=327690053,2009-11-25T14:58:01Z,/* References */,19372045,Regenerative thermal oxidizer,1917,regular,0.428371504
41462,Kitch,325894005,329025317,http://en.wikipedia.org/w/index.php?diff=329025317&oldid=325894005,2009-12-01T13:16:39Z,/* Outside MLB */,840453,3000 hit club,41462,regular,0.445089592
1865,86.139.142.250,328350269,328602758,http://en.wikipedia.org/w/index.php?diff=328602758&oldid=328350269,2009-11-29T16:14:34Z,null,757415,Nick Littlemore,1865,regular,0.959876475
3502,94.65.251.109,328045574,328762307,http://en.wikipedia.org/w/index.php?diff=328762307&oldid=328045574,2009-11-30T08:33:28Z,/* Armed forces */,162110,Beard,3502,regular,0.060628191
8231,Streifengrasmaus,321709411,328600092,http://en.wikipedia.org/w/index.php?diff=328600092&oldid=321709411,2009-11-29T15:57:43Z,#NAME?,3296230,Albie Sachs,8231,regular,0.472773814
3854,85.242.247.126,327190905,327191014,http://en.wikipedia.org/w/index.php?diff=327191014&oldid=327190905,2009-11-21T23:12:00Z,/* South America */,1063240,Al-Hilal Riyadh,3854,regular,0.336379957
45020,HkFnsNGA,327798333,327798573,http://en.wikipedia.org/w/index.php?diff=327798573&oldid=327798333,2009-11-25T03:43:18Z,"I forgot to log in, The last edit was mine",25126736,Louis Lesser,45020,regular,0.410848251
22615,Wiki Greek Basketball,327619608,327619695,http://en.wikipedia.org/w/index.php?diff=327619695&oldid=327619608,2009-11-24T06:32:55Z,/* Personal info */,4847618,Olympia Hopsonidou,22615,regular,0.744364014
34786,SidP,326001374,326841459,http://en.wikipedia.org/w/index.php?diff=326841459&oldid=326001374,2009-11-20T01:01:57Z,"external link labeling, formatting, punctuation, wording, grammar, links, punctuation, edited for NPOV, sentence simplification, removed redundant link, capitalization",1779445,Charles S. Dutton,34786,regular,0.195850959
13405,71.142.230.230,327719605,327719939,http://en.wikipedia.org/w/index.php?diff=327719939&oldid=327719605,2009-11-24T19:53:15Z,/* Cause of death */,24487447,Death of Bill Sparkman,13405,regular,0.51082441
13298,JamesAM,319128921,326988793,http://en.wikipedia.org/w/index.php?diff=326988793&oldid=319128921,2009-11-20T20:32:10Z,/* TV */ Repairing links to disambiguation pages - [[Wikipedia:Disambiguation pages with links|You can help!]],24553097,Helen Schlesinger,13298,regular,0.206762994
6349,71.179.88.150,328875424,328875753,http://en.wikipedia.org/w/index.php?diff=328875753&oldid=328875424,2009-11-30T20:50:05Z,/* Regular Season */,14470855,Joe Flacco,6349,regular,0.947936344
29217,Jolly Janner,326992465,326992560,http://en.wikipedia.org/w/index.php?diff=326992560&oldid=326992465,2009-11-20T20:54:45Z,Geographical terms,25143854,2009 Great Britain and Ireland floods,29217,regular,0.68706744
169,Rettetast,288330677,328428582,http://en.wikipedia.org/w/index.php?diff=328428582&oldid=288330677,2009-11-28T19:14:23Z,"[[wp:datescript]]-assisted date/terms audit; see [[wp:unlinkdates]], [[wp:overlink]]",13624337,Chilean football derby,169,regular,0.025535336
9368,RussFrancisTE81,328343313,328343595,http://en.wikipedia.org/w/index.php?diff=328343595&oldid=328343313,2009-11-28T08:12:18Z,null,9030473,Leonard Little,9368,regular,0.14930375
42778,122.161.165.171,323888995,328531481,http://en.wikipedia.org/w/index.php?diff=328531481&oldid=323888995,2009-11-29T05:49:25Z,null,3920010,Headlines Today,42778,regular,0.335508894
41523,The Ogre,329440551,329517147,http://en.wikipedia.org/w/index.php?diff=329517147&oldid=329440551,2009-12-03T19:52:04Z,[[WP:UNDO|Undid]] revision 329440551 by [[Special:Contributions/195.76.37.40|195.76.37.40]] ([[User talk:195.76.37.40|talk]]),355643,Al-Andalus,41523,regular,0.645004128
8566,202.146.8.220,326586418,327774426,http://en.wikipedia.org/w/index.php?diff=327774426&oldid=326586418,2009-11-25T00:53:51Z,[[WP:UNDO|Undid]] revision 321368415 by [[Special:Contributions/Bob Castle|Bob Castle]] ([[User talk:Bob Castle|talk]]),8065844,David Blunkett,8566,regular,0.011771201
30982,67.86.56.32,329915536,329915602,http://en.wikipedia.org/w/index.php?diff=329915602&oldid=329915536,2009-12-05T19:20:40Z,/* Lets Go to the Circus! */,3621324,Disney Sing Along Songs,30982,regular,0.052579255
27226,Marydell,323007554,329461714,http://en.wikipedia.org/w/index.php?diff=329461714&oldid=323007554,2009-12-03T14:46:22Z,Removed forbidden from forbidden idea of racial purity since the idea was not forbidden or even unpopular at the time and in the place that he lived.,1061307,Julius Wagner-Jauregg,27226,regular,0.60716801
37904,Chris G,312389094,327201844,http://en.wikipedia.org/w/index.php?diff=327201844&oldid=312389094,2009-11-22T00:23:47Z,Replacing {{IPAr|pl| with {{IPAc-pl|,14088316,"Raszów, Kamienna Góra County",37904,regular,0.422399496
15069,98.213.192.100,328602711,328602775,http://en.wikipedia.org/w/index.php?diff=328602775&oldid=328602711,2009-11-29T16:14:39Z,/* New Excalibur */,2344027,Lionheart (comics),15069,regular,0.661151542
32564,92.3.118.179,327747271,327747355,http://en.wikipedia.org/w/index.php?diff=327747355&oldid=327747271,2009-11-24T22:16:15Z,/* Post boxes */,2592439,Waunarlwydd,32564,regular,0.096248656
25054,59.92.246.109,328089528,328204447,http://en.wikipedia.org/w/index.php?diff=328204447&oldid=328089528,2009-11-27T13:17:09Z,/* IT Companies in Belgaum */,725663,Belgaum,25054,regular,0.448198992
31115,TimeClock871,323106030,327665559,http://en.wikipedia.org/w/index.php?diff=327665559&oldid=323106030,2009-11-24T13:59:13Z,Added link to a relevant orphan article.,21101347,Religion in Oregon,31115,regular,0.610927157
8317,24.214.200.18,326460756,327219571,http://en.wikipedia.org/w/index.php?diff=327219571&oldid=326460756,2009-11-22T02:34:27Z,/* Terrain */,13127038,Atlantic Coast Bicycle Route,8317,regular,0.20540668
18753,Woohookitty,328952980,329201581,http://en.wikipedia.org/w/index.php?diff=329201581&oldid=328952980,2009-12-02T07:11:30Z,[[:en:User:NicoV/Wikipedia Cleaner/Documentation|WikiCleaner]] 0.98 - Repairing link to disambiguation page - [[Wikipedia:Disambiguation pages with links|You can help!]],25196708,Oliver Ritchie,18753,regular,0.948410936
39730,Trekphiler,328453219,328467159,http://en.wikipedia.org/w/index.php?diff=328467159&oldid=328453219,2009-11-28T22:58:46Z,[[WP:UNDO|Undid]] revision 328453219 by [[Special:Contributions/65.44.72.50|65.44.72.50]] ([[User talk:65.44.72.50|talk]]) rvv,60098,Attack on Pearl Harbor,39730,regular,0.329927181
31526,Leonidas Metello,326841247,326841519,http://en.wikipedia.org/w/index.php?diff=326841519&oldid=326841247,2009-11-20T01:02:20Z,/* Portugal */,16190926,List of vegetarians,31526,regular,0.354566755
